frame,y,x,minor,area,convexity,major,circularity,particle,label
10,34.7931,41.457,1.6327,6.8015,0.7234,5.3042,0.3958,4,AFA855
11,35.4154,41.7754,1.6899,6.9759,0.8353,5.256,0.4697,4,AFA855
12,34.5082,41.4454,2.0279,6.4658,0.9318,4.0596,0.6985,4,AFA855
13,32.5268,39.0643,1.5189,8.3755,0.89,7.0208,0.4042,4,AFA855
14,31.9099,37.1084,1.508,7.1024,0.8711,5.9966,0.4227,4,AFA855
15,32.0256,36.9991,1.4159,6.3132,0.8246,5.677,0.4097,4,AFA855
16,32.2452,37.6276,1.7281,5.6287,0.9215,4.1472,0.6343,4,AFA855
17,33.1123,39.4532,1.2163,5.0009,0.7283,5.2351,0.3508,4,AFA855
18,34.5471,41.0666,1.5504,7.5994,0.7465,6.2408,0.3653,4,AFA855
19,34.3316,40.8874,1.6913,7.7128,0.8623,5.8064,0.5329,4,AFA855
20,33.2849,39.3892,1.9154,7.5689,0.9358,5.0314,0.6229,4,AFA855
21,32.6059,37.0863,1.8212,8.6153,0.906,6.0231,0.5222,4,AFA855
22,33.0484,38.6198,1.599,5.0663,0.9333,4.0341,0.6222,4,AFA855
23,34.06,40.0456,1.631,7.9526,0.8902,6.2083,0.4592,4,AFA855
24,34.1687,39.9928,1.4017,4.6695,0.87,4.2415,0.5467,4,AFA855
25,33.4756,38.9843,1.5163,4.9093,0.8821,4.1225,0.5364,4,AFA855
26,32.8842,37.0265,1.4981,4.1463,0.9491,3.5239,0.6775,4,AFA855
27,32.8935,36.9221,1.4428,4.7262,0.9183,4.1708,0.5398,4,AFA855
28,33.1084,37.1219,2.1049,8.1139,0.9342,4.9081,0.6411,4,AFA855
29,33.9827,39.3245,1.5061,5.4892,0.916,4.6404,0.507,4,AFA855
30,35.8249,41.0894,1.4923,7.4773,0.7979,6.3796,0.411,4,AFA855
31,35.2051,40.3852,1.7083,7.9133,0.8397,5.8979,0.5019,4,AFA855
32,35.6971,40.0428,2.0795,8.3057,0.7212,5.0853,0.4717,4,AFA855
33,34.6723,40.1588,1.5136,4.4254,0.9342,3.7225,0.6492,4,AFA855
34,33.2815,37.6693,1.548,7.3378,0.9139,6.0352,0.4807,4,AFA855
35,33.9245,38.7651,2.0848,9.1559,0.9017,5.5918,0.5931,4,AFA855
36,34.5985,39.5749,2.0622,8.4104,0.9373,5.1927,0.6602,4,AFA855
37,37.2209,40.8979,1.8764,8.6807,0.8401,5.8903,0.4798,4,AFA855
38,36.7373,40.5511,2.2826,7.9264,0.9136,4.4213,0.6623,4,AFA855
39,33.4442,36.9359,1.1898,4.4254,0.9099,4.7357,0.4272,4,AFA855
40,33.2362,36.3949,1.2443,5.0227,0.9187,5.1396,0.4395,4,AFA855
41,32.995,35.3613,1.2885,5.0052,0.8885,4.9459,0.4439,4,AFA855
42,33.4589,37.2071,1.7547,5.5372,0.9502,4.0178,0.6905,4,AFA855
43,35.5774,40.2686,1.7528,8.2752,0.8779,6.011,0.4985,4,AFA855
44,35.9631,40.1693,1.7866,7.3945,0.7499,5.2697,0.4593,4,AFA855
45,33.7561,37.9764,1.3687,4.5562,0.9335,4.2384,0.5543,4,AFA855
46,32.9903,35.443,2.052,9.3739,0.9083,5.8165,0.5646,4,AFA855
47,33.7819,37.5751,1.5766,4.7436,0.9444,3.831,0.6613,4,AFA855
48,34.9883,39.4785,1.8629,8.4496,0.909,5.775,0.5381,4,AFA855
49,34.4549,38.7451,1.6874,7.4468,0.865,5.6191,0.5285,4,AFA855
50,34.182,38.4593,1.7939,7.7869,0.8798,5.5268,0.5303,4,AFA855
51,34.1658,38.546,1.752,7.9133,0.8666,5.7508,0.4846,4,AFA855
52,34.5109,39.0614,1.576,7.7128,0.797,6.2312,0.4267,4,AFA855
53,34.3201,38.5616,1.7924,8.1357,0.885,5.7791,0.5312,4,AFA855
54,33.0559,34.1454,1.6808,7.2463,0.9329,5.4893,0.5449,4,AFA855
55,33.1677,33.7561,1.689,7.3073,0.9201,5.5084,0.529,4,AFA855
56,33.3388,33.517,1.5369,5.8467,0.9236,4.8436,0.5432,4,AFA855
57,33.4872,37.0359,1.4818,6.2435,0.9212,5.3646,0.4733,4,AFA855
58,35.5344,40.1355,1.4824,6.553,0.8954,5.6283,0.5155,4,AFA855
59,35.2912,39.7285,1.4396,4.9224,0.8971,4.3534,0.5703,4,AFA855
60,33.5185,37.2472,1.5975,7.6953,0.8788,6.1335,0.4482,4,AFA855
61,32.9634,34.711,1.8777,9.0818,0.8869,6.1582,0.4966,4,AFA855
62,33.0956,34.8172,2.0317,9.666,0.9055,6.0576,0.5075,4,AFA855
63,33.3653,36.0851,1.6578,4.033,0.9492,3.0974,0.752,4,AFA855
64,34.8368,39.4294,1.5048,7.316,0.8581,6.1903,0.4534,4,AFA855
65,35.6037,40.192,1.6577,7.6692,0.8743,5.8907,0.4774,4,AFA855
66,35.7029,40.1636,1.6705,7.1111,0.8636,5.4201,0.5311,4,AFA855
67,34.552,38.7436,1.6329,5.6462,0.9374,4.4025,0.6398,4,AFA855
68,33.4158,35.9032,1.6111,9.6355,0.8382,7.6149,0.4039,4,AFA855
69,33.4705,36.0248,1.5574,9.1516,0.8471,7.4818,0.4082,4,AFA855
70,33.5564,36.6604,1.8095,8.5455,0.854,6.0132,0.5212,4,AFA855
71,34.7933,38.9025,1.7075,7.4948,0.9057,5.5886,0.5363,4,AFA855
72,34.9798,39.1271,1.69,7.5253,0.8966,5.6696,0.5346,4,AFA855
73,34.9842,39.1156,1.7128,7.6997,0.8946,5.7236,0.5141,4,AFA855
74,35.2376,39.1305,1.7839,7.6648,0.8979,5.4707,0.5682,4,AFA855
75,33.1471,35.5825,1.1364,3.9022,0.9279,4.3719,0.4936,4,AFA855
76,33.2577,32.7239,1.9751,8.1924,0.9395,5.2812,0.5963,4,AFA855
1,42.0309,38.3338,2.4423,9.9974,0.9276,5.212,0.6573,7,AFA855
2,44.2645,37.7469,1.7895,9.5047,0.8375,6.7627,0.4128,7,AFA855
3,45.2641,37.6869,2.2158,9.9233,0.9305,5.7021,0.614,7,AFA855
4,43.048,37.6968,2.1578,10.1805,0.8399,6.0072,0.4324,7,AFA855
5,41.0081,38.3132,1.8495,10.7604,0.7903,7.4077,0.387,7,AFA855
6,41.2367,38.1749,2.0778,10.4988,0.876,6.4334,0.5202,7,AFA855
7,42.1774,38.0434,2.6636,9.666,0.9237,4.6204,0.7229,7,AFA855
8,43.5643,37.8691,2.1615,9.9276,0.9198,5.8479,0.5657,7,AFA855
9,44.555,37.7181,1.892,10.2895,0.8922,6.9245,0.453,7,AFA855
10,43.4916,37.7614,2.6027,9.6224,0.9217,4.7074,0.6895,7,AFA855
11,40.1288,38.6434,1.9202,11.4711,0.7627,7.6061,0.3778,7,AFA855
12,40.423,38.3626,1.9505,11.1528,0.8659,7.2802,0.4428,7,AFA855
13,41.5247,38.0264,2.5607,10.0018,0.9331,4.973,0.6962,7,AFA855
14,43.0858,37.487,2.1867,10.0977,0.8476,5.8795,0.4908,7,AFA855
15,45.1225,37.0871,2.0437,10.4639,0.8476,6.5192,0.4653,7,AFA855
16,43.6076,37.0761,2.6412,9.5178,0.9287,4.5883,0.7091,7,AFA855
17,40.4211,38.247,1.7934,10.974,0.7716,7.791,0.362,7,AFA855
18,39.5608,38.75,1.8071,11.1659,0.7731,7.8671,0.3683,7,AFA855
19,40.3186,38.2252,2.2691,11.1659,0.8992,6.2655,0.5416,7,AFA855
20,41.9851,37.4912,2.5983,9.6835,0.9245,4.7451,0.667,7,AFA855
21,44.5854,37.0655,1.9492,9.7794,0.7633,6.3879,0.4044,7,AFA855
22,45.1048,37.2136,2.137,10.2197,0.7149,6.0889,0.3849,7,AFA855
23,43.3364,37.1657,2.856,9.4786,0.9483,4.2257,0.7793,7,AFA855
24,40.4197,38.0674,1.8105,10.9827,0.8036,7.7235,0.3782,7,AFA855
25,40.0655,38.3339,1.7757,10.8389,0.8019,7.7719,0.3712,7,AFA855
26,40.2638,38.2926,1.8561,10.8519,0.854,7.4441,0.4132,7,AFA855
27,40.4897,38.1146,2.208,11.3403,0.8644,6.5394,0.5293,7,AFA855
28,41.5966,37.6572,2.7042,9.2911,0.9173,4.3745,0.7033,7,AFA855
29,41.3835,37.8464,2.7738,10.1849,0.9342,4.675,0.7197,7,AFA855
30,39.9374,38.3592,2.0167,11.5583,0.8287,7.2974,0.4202,7,AFA855
31,38.5412,39.4178,2.0626,12.0204,0.7412,7.4203,0.3455,7,AFA855
32,38.9628,38.9745,2.2162,11.131,0.761,6.395,0.4228,7,AFA855
33,41.3144,37.7728,2.3063,9.5265,0.9167,5.2593,0.597,7,AFA855
34,43.2066,37.4775,1.8979,10.3069,0.8243,6.9144,0.4154,7,AFA855
35,43.9981,37.5394,1.7079,9.8099,0.8006,7.3133,0.3819,7,AFA855
36,42.9728,37.5551,2.1008,9.0992,0.9152,5.5149,0.599,7,AFA855
37,39.8511,38.3747,1.9703,10.3549,0.8535,6.6914,0.4784,7,AFA855
38,38.7886,39.0287,2.0433,11.1397,0.8179,6.9416,0.4609,7,AFA855
39,39.7532,38.4023,2.4285,10.3418,0.8761,5.4222,0.5651,7,AFA855
40,42.1744,37.6455,1.893,9.4916,0.867,6.3842,0.4682,7,AFA855
41,44.5083,37.7465,1.586,9.5352,0.7674,7.6551,0.3075,7,AFA855
42,43.7857,37.7917,2.1034,9.0905,0.9271,5.5027,0.5839,7,AFA855
43,41.6738,38.0037,1.8231,9.1385,0.8913,6.3821,0.4512,7,AFA855
44,40.3201,38.4325,1.6708,9.4611,0.8388,7.2099,0.4142,7,AFA855
45,40.9195,38.1436,2.2086,9.0949,0.9046,5.2432,0.6159,7,AFA855
46,42.5491,37.8481,2.335,8.4627,0.9372,4.6146,0.6383,7,AFA855
47,44.3391,37.8963,1.4737,8.89,0.8544,7.6806,0.3588,7,AFA855
48,44.1199,37.9934,1.7562,8.6502,0.8921,6.2714,0.4961,7,AFA855
49,42.4602,38.0054,2.1506,7.7128,0.9447,4.5662,0.6912,7,AFA855
50,41.3696,38.1638,2.0344,8.842,0.929,5.5338,0.5835,7,AFA855
51,41.7858,38.4013,2.3262,7.6735,0.9372,4.2001,0.739,7,AFA855
52,40.5927,38.4945,2.0524,8.7504,0.9119,5.4285,0.5689,7,AFA855
53,39.3632,38.8965,1.9579,9.1167,0.8457,5.9288,0.5102,7,AFA855
54,39.323,38.927,2.0267,9.0687,0.8752,5.6974,0.5519,7,AFA855
55,39.8428,38.7665,2.3643,8.0659,0.9367,4.3436,0.7228,7,AFA855
56,41.1581,38.2298,2.2539,7.7041,0.9148,4.3521,0.6561,7,AFA855
57,41.9662,37.7311,1.8174,8.7722,0.8531,6.1456,0.4281,7,AFA855
58,42.8075,37.4268,1.7914,9.326,0.8436,6.6284,0.4334,7,AFA855
59,41.8304,37.6327,2.2927,9.121,0.9133,5.0653,0.634,7,AFA855
60,41.0259,38.1701,2.4477,7.5776,0.9425,3.9417,0.7956,7,AFA855
61,40.3539,38.1886,2.1779,8.1139,0.9127,4.7435,0.6083,7,AFA855
62,39.7111,38.3822,1.9956,8.1444,0.8705,5.1963,0.5567,7,AFA855
63,40.1562,38.3345,2.3182,8.7635,0.9237,4.8132,0.6564,7,AFA855
64,40.1553,38.3704,2.363,8.9292,0.9303,4.8112,0.6576,7,AFA855
65,39.4153,38.5249,2.0024,9.3042,0.8789,5.916,0.5291,7,AFA855
66,39.4352,38.6012,2.2056,9.4393,0.8998,5.4491,0.5688,7,AFA855
67,41.6121,37.9702,2.3099,8.9684,0.8878,4.9436,0.5371,7,AFA855
68,42.2894,37.7027,2.1611,8.8289,0.882,5.2017,0.5264,7,AFA855
69,42.862,37.7527,1.9155,9.0469,0.8522,6.0137,0.4519,7,AFA855
70,42.9696,37.7837,1.8042,8.9074,0.8383,6.286,0.4171,7,AFA855
71,43.2317,37.7399,1.7217,8.5194,0.864,6.3003,0.4324,7,AFA855
72,43.2241,37.7381,1.6849,8.3057,0.8844,6.2764,0.4546,7,AFA855
73,43.1393,37.7574,1.8002,8.2272,0.883,5.8189,0.486,7,AFA855
74,42.9543,37.7602,1.9629,8.7374,0.8687,5.6675,0.4742,7,AFA855
75,42.922,37.7437,1.9962,8.624,0.9155,5.5007,0.5659,7,AFA855
76,42.8468,37.759,1.9759,8.1749,0.9184,5.2677,0.558,7,AFA855
77,42.76,37.7203,2.1052,7.9874,0.9229,4.8308,0.6405,7,AFA855
78,42.6494,37.7981,2.0315,7.4337,0.9312,4.6592,0.6601,7,AFA855
79,42.4251,37.8279,2.1419,7.9874,0.9085,4.7482,0.6263,7,AFA855
80,42.3162,37.8494,2.2074,7.9787,0.9259,4.6022,0.6805,7,AFA855
81,42.2215,37.8288,2.2753,8.2272,0.9005,4.604,0.6491,7,AFA855
82,42.3187,37.8183,2.2636,8.2752,0.9145,4.6546,0.6417,7,AFA855
83,42.4034,37.8595,2.2503,7.7825,0.9258,4.4034,0.7066,7,AFA855
84,42.3374,37.863,2.2545,7.3989,0.9394,4.1786,0.7407,7,AFA855
85,42.3785,37.975,2.3996,6.9672,0.9312,3.6968,0.7682,7,AFA855
86,42.4264,37.9458,2.3178,6.6969,0.9178,3.6788,0.7362,7,AFA855
87,42.491,38.0181,2.3866,7.1155,0.9115,3.7961,0.719,7,AFA855
88,42.4933,37.982,2.4699,7.4119,0.9209,3.8208,0.7147,7,AFA855
89,42.5039,37.9378,2.4464,7.3204,0.938,3.8098,0.7796,7,AFA855
90,42.5696,37.9761,2.5821,7.2724,0.9434,3.586,0.7913,7,AFA855
91,42.5321,38.0231,2.6037,6.9847,0.9474,3.4156,0.8433,7,AFA855
92,42.4848,37.9387,2.6244,6.7492,0.9231,3.2744,0.7742,7,AFA855
93,42.4564,38.009,2.5958,6.9236,0.9369,3.396,0.8111,7,AFA855
94,42.3949,38.0522,2.6864,7.2332,0.9397,3.4282,0.7985,7,AFA855
95,42.2445,38.0008,2.7359,7.3901,0.9456,3.4393,0.8208,7,AFA855
96,42.1299,37.9766,2.73,7.0108,0.9352,3.2698,0.8188,7,AFA855
97,42.0536,37.9766,2.7962,6.9672,0.9337,3.1725,0.8097,7,AFA855
98,42.1292,37.9954,2.5548,6.6053,0.9349,3.2919,0.8097,7,AFA855
99,42.2468,38.0398,2.2809,6.9585,0.8981,3.8843,0.6462,7,AFA855
100,42.3536,37.9762,2.1448,6.9411,0.8353,4.1205,0.5504,7,AFA855
101,42.115,38.0883,2.2761,6.8364,0.8035,3.8242,0.5065,7,AFA855
102,41.9678,38.1822,2.4111,6.056,0.8295,3.198,0.5646,7,AFA855
103,41.8409,38.1583,2.4602,5.9034,0.9403,3.0552,0.8148,7,AFA855
104,41.553,38.2306,2.4858,5.7072,0.9337,2.9233,0.8033,7,AFA855
105,41.5196,38.2168,2.5063,5.4325,0.9122,2.7599,0.7523,7,AFA855
106,41.517,38.1192,2.3003,5.1448,0.9369,2.8477,0.8113,7,AFA855
107,41.4055,38.0665,2.4849,5.5241,0.934,2.8304,0.8417,7,AFA855
108,41.4263,38.1774,2.4814,5.5938,0.9045,2.8702,0.7658,7,AFA855
1,31.5226,29.3002,1.9928,9.823,0.8156,6.2761,0.4873,9,AFA855
2,31.7687,30.4698,2.0416,6.7056,0.941,4.1819,0.6724,9,AFA855
3,30.8811,32.3855,2.2537,12.1338,0.6127,6.8549,0.321,9,AFA855
4,30.4731,32.5844,2.3616,12.1338,0.7063,6.5419,0.4229,9,AFA855
5,31.1663,30.9012,1.9194,5.7857,0.9602,3.838,0.7399,9,AFA855
6,30.8053,29.3098,2.2077,12.1033,0.8694,6.9802,0.4841,9,AFA855
7,30.8382,30.3806,2.2591,7.3858,0.9636,4.1627,0.7778,9,AFA855
8,30.3932,31.9584,1.7832,10.102,0.7253,7.213,0.3589,9,AFA855
9,30.1075,31.8698,1.8629,10.5991,0.823,7.2443,0.4606,9,AFA855
10,30.4766,30.318,1.5842,3.9414,0.9516,3.1677,0.7292,9,AFA855
11,29.7303,28.5723,2.1643,10.0933,0.6314,5.9379,0.363,9,AFA855
12,29.8303,28.3763,2.1493,10.8345,0.8181,6.4185,0.5191,9,AFA855
13,30.2167,29.7256,2.4442,9.7881,0.9576,5.0989,0.6983,9,AFA855
14,30.1217,29.8499,1.256,3.1523,0.9287,3.1956,0.6082,9,AFA855
15,30.0937,29.7539,2.6601,9.7053,0.9562,4.6454,0.7696,9,AFA855
16,29.7164,28.3986,2.3683,13.2804,0.803,7.1397,0.4797,9,AFA855
17,29.0645,27.7593,2.5942,13.8254,0.6323,6.7857,0.3655,9,AFA855
18,29.5446,28.1747,2.3033,10.804,0.9284,5.9722,0.6205,9,AFA855
19,29.6033,30.7101,2.1302,12.1294,0.7909,7.2498,0.4047,9,AFA855
20,28.8136,31.5857,2.3049,12.9186,0.6056,7.1364,0.3362,9,AFA855
21,29.0015,31.425,1.8464,10.7778,0.7708,7.4323,0.4113,9,AFA855
22,29.5754,29.8514,1.7349,5.9034,0.9529,4.3326,0.6493,9,AFA855
23,28.8952,27.8872,2.4434,13.2892,0.6909,6.9249,0.4093,9,AFA855
24,29.4134,28.7246,2.4443,10.7124,0.9516,5.5802,0.6725,9,AFA855
25,29.3739,30.0904,1.4398,4.3905,0.9268,3.8826,0.5589,9,AFA855
26,28.427,31.5795,2.4399,12.9316,0.6149,6.7484,0.3466,9,AFA855
27,29.006,31.1201,2.632,13.3894,0.9103,6.4772,0.6141,9,AFA855
28,29.3404,28.836,2.1199,10.3941,0.8302,6.2429,0.4741,9,AFA855
29,28.7547,27.7869,2.4108,13.638,0.768,7.2028,0.4535,9,AFA855
30,28.9029,27.953,2.3686,13.6467,0.8587,7.3356,0.5354,9,AFA855
31,29.1798,29.4071,2.5407,9.932,0.9594,4.9773,0.7351,9,AFA855
32,29.1062,30.5636,2.3063,12.4433,0.907,6.8696,0.5203,9,AFA855
33,28.8036,31.2009,2.347,14.2091,0.7569,7.7084,0.4222,9,AFA855
34,28.315,31.5841,2.4916,14.2484,0.645,7.2809,0.3601,9,AFA855
35,28.9922,30.7287,2.3373,12.5785,0.9263,6.8522,0.5748,9,AFA855
36,29.0021,30.2689,2.1737,10.6296,0.9481,6.2264,0.5771,9,AFA855
37,28.9917,29.8741,2.499,12.5,0.9574,6.3687,0.6282,9,AFA855
38,28.7989,30.1473,2.2017,10.8825,0.9336,6.2934,0.5908,9,AFA855
39,28.4827,31.1505,2.1156,13.7121,0.7608,8.2523,0.387,9,AFA855
40,28.5002,31.0366,2.0331,13.0101,0.874,8.1478,0.4499,9,AFA855
41,28.704,29.8602,2.6422,12.2689,0.9573,5.9122,0.6898,9,AFA855
42,28.1342,27.4876,2.0884,10.7691,0.6643,6.5655,0.3835,9,AFA855
43,27.7691,27.2365,2.1335,10.3418,0.6414,6.172,0.3802,9,AFA855
44,28.0155,27.09,2.0692,11.0002,0.877,6.7688,0.5291,9,AFA855
45,28.1408,27.6482,2.968,11.7981,0.963,5.0612,0.7881,9,AFA855
46,27.951,29.4452,1.8895,11.2967,0.6788,7.6123,0.3282,9,AFA855
47,28.2762,28.5125,2.6171,13.4723,0.916,6.5543,0.6145,9,AFA855
48,28.3108,27.8778,2.1218,8.127,0.9398,4.8767,0.665,9,AFA855
49,28.1883,27.3696,1.9569,6.1693,0.9291,4.0141,0.6762,9,AFA855
50,27.976,28.9487,1.6699,8.2926,0.9138,6.323,0.4597,9,AFA855
51,27.5935,31.2221,2.0072,9.8884,0.9173,6.2724,0.5244,9,AFA855
52,28.1796,30.5563,1.9401,6.9149,0.9421,4.5381,0.6626,9,AFA855
53,28.4367,28.2063,1.6196,7.4904,0.9427,5.8884,0.5036,9,AFA855
54,28.2045,26.851,2.6014,12.7093,0.9441,6.2205,0.6514,9,AFA855
55,28.5687,27.6524,1.6164,4.918,0.933,3.8739,0.6728,9,AFA855
56,28.3771,29.9204,1.6597,7.8218,0.9329,6.0006,0.4667,9,AFA855
57,27.9875,30.9239,1.745,8.2926,0.9197,6.0508,0.492,9,AFA855
58,28.4154,29.2157,1.8936,7.7564,0.9557,5.2154,0.6245,9,AFA855
59,28.313,28.6479,2.2507,9.9451,0.9455,5.6261,0.6541,9,AFA855
60,28.3151,30.5561,1.6825,6.9193,0.9069,5.2361,0.4561,9,AFA855
61,27.5397,31.8321,2.1203,10.5424,0.804,6.3306,0.4811,9,AFA855
62,28.2294,30.8482,1.9992,6.9323,0.9561,4.415,0.7048,9,AFA855
63,28.3339,28.3025,1.4625,7.4904,0.7941,6.5211,0.3743,9,AFA855
64,27.5498,26.603,2.3948,13.0276,0.8541,6.9263,0.5136,9,AFA855
65,27.8735,26.9594,2.2313,10.4944,0.9235,5.9883,0.5732,9,AFA855
66,28.2011,28.4333,1.8841,5.9252,0.9527,4.0041,0.6963,9,AFA855
67,28.2458,29.441,2.2771,11.4275,0.9442,6.3895,0.5669,9,AFA855
68,28.2853,28.7118,1.8805,6.3568,0.929,4.304,0.6419,9,AFA855
69,28.3516,27.7385,1.8409,6.7056,0.9603,4.638,0.6632,9,AFA855
70,28.3269,27.4575,1.9306,6.5487,0.9543,4.3189,0.6868,9,AFA855
71,28.3971,28.9886,2.3574,11.5539,0.9374,6.2403,0.6048,9,AFA855
72,28.2718,30.2645,2.0602,11.2923,0.9496,6.9789,0.5331,9,AFA855
73,28.1765,29.0742,2.2844,8.9815,0.9508,5.0059,0.6734,9,AFA855
74,28.1594,28.2426,1.6325,4.2946,0.9426,3.3495,0.7028,9,AFA855
75,28.0666,30.0818,2.3069,13.699,0.9471,7.5608,0.5437,9,AFA855
76,27.2732,32.2077,2.3045,12.1469,0.7795,6.711,0.4599,9,AFA855
77,27.9632,31.2167,2.0455,7.2855,0.9465,4.5349,0.6714,9,AFA855
78,28.1494,27.979,2.0476,11.9245,0.8309,7.4148,0.4333,9,AFA855
79,27.3165,26.9998,2.5556,12.2471,0.6671,6.1017,0.4038,9,AFA855
80,27.4725,26.9129,2.3728,11.846,0.805,6.3565,0.5096,9,AFA855
81,28.0645,28.2281,1.9867,6.5617,0.9519,4.2054,0.7183,9,AFA855
82,28.2561,28.4233,2.238,11.4449,0.9272,6.5112,0.531,9,AFA855
83,27.879,27.5615,2.1089,11.3141,0.8936,6.8309,0.493,9,AFA855
84,28.1799,29.5926,1.6842,6.0909,0.9282,4.6047,0.5836,9,AFA855
85,27.3629,31.7324,2.3914,13.7993,0.6988,7.3469,0.4054,9,AFA855
86,26.785,32.2302,2.1327,11.1223,0.6753,6.6402,0.3906,9,AFA855
87,27.3131,31.9794,2.2169,10.9784,0.9215,6.3052,0.5802,9,AFA855
88,27.6893,30.808,2.0362,7.3858,0.9576,4.6182,0.6982,9,AFA855
89,27.8946,29.929,1.9583,7.3029,0.9434,4.7482,0.6786,9,AFA855
90,27.934,27.6619,2.1788,10.8781,0.9537,6.3569,0.5793,9,AFA855
91,27.9486,28.5739,2.1518,6.9716,0.9575,4.1252,0.7459,9,AFA855
92,27.6927,31.12,2.1105,10.8301,0.9397,6.5337,0.5454,9,AFA855
93,27.1194,32.1831,2.5405,13.5944,0.8934,6.8132,0.5531,9,AFA855
94,28.0473,29.9462,1.8873,7.9046,0.9487,5.3327,0.6217,9,AFA855
95,27.5441,26.3731,2.1793,11.2269,0.8128,6.5592,0.4975,9,AFA855
96,27.8371,27.0044,1.6108,5.2189,0.897,4.1252,0.5806,9,AFA855
97,27.7801,31.0454,1.9881,10.6819,0.933,6.8411,0.5144,9,AFA855
98,27.0979,32.2404,2.0821,10.8476,0.9145,6.6334,0.5476,9,AFA855
99,26.9842,32.1892,2.4486,13.4679,0.9139,7.0032,0.5878,9,AFA855
100,27.348,32.1013,2.6626,13.1932,0.9152,6.3089,0.6338,9,AFA855
101,28.0266,29.5057,2.1566,10.4813,0.9465,6.1882,0.5737,9,AFA855
102,27.3917,26.5907,2.1337,10.9043,0.8669,6.5067,0.5234,9,AFA855
103,26.9338,26.19,2.2141,10.7299,0.8698,6.1703,0.5652,9,AFA855
104,27.1874,26.4842,2.1345,10.4334,0.9427,6.2236,0.5715,9,AFA855
105,27.7513,28.0094,2.024,5.9644,0.9576,3.7521,0.7723,9,AFA855
106,27.438,31.892,2.4663,13.0581,0.9409,6.7414,0.5833,9,AFA855
107,26.4449,32.9246,2.4693,12.4826,0.8661,6.4364,0.5843,9,AFA855
108,26.1719,33.057,2.5069,12.8008,0.8596,6.5015,0.5738,9,AFA855
109,27.7472,31.2954,1.9699,6.7754,0.9575,4.3792,0.7186,9,AFA855
110,27.3847,27.2588,2.2109,13.5856,0.8457,7.8239,0.4589,9,AFA855
111,26.5065,26.3388,2.3936,13.0624,0.7864,6.9485,0.4652,9,AFA855
112,27.435,27.5717,1.5939,4.6041,0.9462,3.6778,0.698,9,AFA855
113,27.3667,32.0774,2.2303,12.0291,0.8844,6.8671,0.5523,9,AFA855
114,26.5303,33.1565,2.4744,12.2297,0.8331,6.2929,0.5482,9,AFA855
115,26.8246,32.849,2.5512,11.7021,0.9054,5.8402,0.6521,9,AFA855
116,27.6034,31.5285,2.2549,6.928,0.9587,3.9119,0.7972,9,AFA855
117,28.0242,29.0906,2.2648,12.1033,0.9453,6.8042,0.5761,9,AFA855
118,27.4761,26.915,2.2328,12.0597,0.8972,6.8769,0.5261,9,AFA855
119,27.8895,29.6454,2.623,9.8753,0.9531,4.7936,0.7353,9,AFA855
120,27.784,28.8061,1.6191,6.2086,0.9322,4.8824,0.5573,9,AFA855
121,27.8492,28.5196,2.0884,8.624,0.9455,5.2578,0.6308,9,AFA855
122,27.725,30.4165,2.1129,7.6997,0.9549,4.6398,0.7002,9,AFA855
123,26.8284,32.3883,2.079,10.6209,0.8365,6.5045,0.4995,9,AFA855
124,27.1227,31.946,2.2992,11.2792,0.912,6.2462,0.5769,9,AFA855
125,27.8204,29.9019,2.3281,8.0703,0.9596,4.4137,0.7516,9,AFA855
126,27.8195,29.7784,2.4913,9.5658,0.9562,4.8888,0.7287,9,AFA855
127,27.6226,30.9162,2.1425,7.8697,0.9599,4.6767,0.7091,9,AFA855
128,26.7025,32.7375,2.2551,11.1092,0.8375,6.2723,0.5241,9,AFA855
129,26.9491,32.4064,2.3048,10.8912,0.926,6.0165,0.6218,9,AFA855
130,27.7438,30.5224,1.9367,7.922,0.9461,5.2081,0.6482,9,AFA855
131,27.898,28.4291,2.1129,11.0612,0.9305,6.6654,0.5505,9,AFA855
132,27.7225,27.4166,2.0951,10.4029,0.9248,6.3219,0.5494,9,AFA855
133,27.8321,28.8128,2.0403,5.511,0.9634,3.439,0.8158,9,AFA855
134,27.8093,30.6877,2.2028,10.5729,0.9304,6.1113,0.6001,9,AFA855
135,27.7735,30.3872,2.3774,10.4072,0.9342,5.5736,0.6495,9,AFA855
136,27.6953,28.6079,2.5881,9.775,0.9476,4.809,0.7285,9,AFA855
137,27.4863,27.7077,2.2454,10.0759,0.9423,5.7134,0.6221,9,AFA855
138,27.4152,27.6173,2.257,10.9348,0.9432,6.1687,0.5929,9,AFA855
139,27.6683,28.7807,1.8676,5.8685,0.9583,4.0008,0.7356,9,AFA855
140,27.5097,31.9432,2.0896,10.4595,0.8856,6.3732,0.5199,9,AFA855
141,27.059,32.8595,2.2705,10.6601,0.8519,5.978,0.5567,9,AFA855
142,27.3227,31.966,2.5612,10.9784,0.9239,5.4576,0.6525,9,AFA855
143,27.6441,30.9309,2.8189,9.6748,0.9596,4.3699,0.8025,9,AFA855
144,27.6642,29.0079,2.4376,10.0454,0.9209,5.247,0.6748,9,AFA855
145,27.7449,28.7675,2.2909,10.4552,0.8964,5.8107,0.6256,9,AFA855
146,27.5632,29.3777,2.1821,10.1456,0.904,5.9199,0.607,9,AFA855
147,27.55,30.6805,2.4814,9.2475,0.953,4.745,0.7351,9,AFA855
